,PLAYER,TEAM,GP,MPG,AST,APG,TO,TOPG,AP40M,AST/TO,RK,YEAR
6,"Dylan Garrity, G",SAC,28,33.8,193,6.9,85,3.0,8.2,2.27,7,2012
7,"Jordan Theodore, G",HALL,32,36.1,215,6.7,93,2.9,7.4,2.31,8,2012
8,"Chaz Williams, G",UMASS,33,34.2,212,6.4,115,3.5,7.5,1.84,9,2012
9,"Kaylon Williams, G",MILW,32,33.8,205,6.4,123,3.8,7.6,1.67,10,2012
10,"Matthew Dellavedova, G",SMC,32,37.4,204,6.4,93,2.9,6.8,2.19,11,2012
11,"Lorenzo Brown, G",NCST,34,33.9,216,6.4,110,3.2,7.5,1.96,12,2012
12,"Phil Pressey, G",MIZ,34,32.1,215,6.3,82,2.4,7.9,2.62,13,2012
13,"Tim Frazier, G",PSU,32,37.1,198,6.2,117,3.7,6.7,1.69,14,2012
14,"Keegan Bell, G",CHAT,32,34.8,197,6.2,91,2.8,7.1,2.16,15,2012
15,"Nate Wolters, G",SDST,33,35.7,198,6.0,70,2.1,6.7,2.83,16,2012
16,"Kevin Dillard, G",DAY,32,32.6,192,6.0,91,2.8,7.4,2.11,17,2012
17,"Jay Threatt, G",DSU,26,36.4,156,6.0,50,1.9,6.6,3.12,18,2012
18,"Zac Swansey, G",TNTC,32,35.7,191,6.0,110,3.4,6.7,1.74,19,2012
19,"Sam Grooms, G",OKLA,31,31.5,185,6.0,65,2.1,7.6,2.85,20,2012
20,"Jarod Oldham, G",BUFF,29,29.2,173,6.0,75,2.6,8.2,2.31,21,2012
21,"Miguel Paul, G",ECU,31,31.5,183,5.9,88,2.8,7.5,2.08,22,2012
22,"Issiah Grayson, G",CSB,30,32.6,175,5.8,113,3.8,7.2,1.55,23,2012
23,"Shabazz Napier, G",CONN,33,34.9,192,5.8,93,2.8,6.7,2.06,24,2012
24,"Pierre Jackson, G",BAY,34,30.4,196,5.8,121,3.6,7.6,1.62,25,2012
25,"D.J. Cooper, G",OHIO,34,31.8,193,5.7,94,2.8,7.1,2.05,26,2012
26,"Brett Comer, G",FGCU,32,28.3,178,5.6,136,4.3,7.9,1.31,27,2012
27,"Andrew Lawrence, G",COFC,31,35.4,171,5.5,83,2.7,6.2,2.06,28,2012
28,"T.J. McConnell, G",DUQ,31,34.3,171,5.5,80,2.6,6.4,2.14,29,2012
29,"Reggie Moore, G",WSU,31,32.8,170,5.5,80,2.6,6.7,2.13,30,2012
30,"Will Weathers, G",TROY,27,33.8,148,5.5,85,3.1,6.5,1.74,31,2012
31,"Brad Loesing, G",WOF,32,38.3,175,5.5,113,3.5,5.7,1.55,32,2012
32,"Peyton Siva, G",LOU,33,32.0,180,5.5,116,3.5,6.8,1.55,33,2012
33,"Junior Cadougan, G",MARQ,31,28.5,169,5.5,82,2.6,7.6,2.06,34,2012
34,"Michael Bizoukas, G",MOST,32,31.4,174,5.4,60,1.9,6.9,2.90,35,2012
35,"D.J. Irving, G",BU,29,33.0,157,5.4,67,2.3,6.6,2.34,36,2012
36,"Sean McGonagill, G",BRWN,29,36.0,157,5.4,104,3.6,6.0,1.51,37,2012
37,"Willie Powers, G",GASO,30,30.8,161,5.4,90,3.0,7.0,1.79,38,2012
38,"Oscar Bellfield, G",UNLV,34,32.0,181,5.3,80,2.4,6.7,2.26,39,2012
39,"Anthony Collins, G",USF,28,32.6,149,5.3,99,3.5,6.5,1.51,40,2012
40,"Dee Bost, G",MSST,32,35.8,170,5.3,95,3.0,5.9,1.79,41,2012
41,"Ronald Nored, G",BUT,34,31.3,180,5.3,96,2.8,6.8,1.88,42,2012
42,"Myck Kabongo, G",TEX,33,30.4,174,5.3,100,3.0,6.9,1.74,43,2012
43,"Evan Roquemore, G",SCU,30,33.5,158,5.3,84,2.8,6.3,1.88,44,2012
44,"Chris Wroblewski, G",COR,28,33.7,147,5.3,75,2.7,6.2,1.96,45,2012
45,"Zack Rosen, G",PENN,31,38.1,161,5.2,88,2.8,5.5,1.83,46,2012
46,"Kerron Johnson, G",BEL,33,28.4,171,5.2,80,2.4,7.3,2.14,47,2012
47,"Brian Voelkel, F",UVM,34,30.4,176,5.2,66,1.9,6.8,2.67,48,2012
48,"Keith Shamburger, G",SJSU,30,35.2,155,5.2,63,2.1,5.9,2.46,49,2012
49,"Tu Holloway, G",XAV,31,36.6,159,5.1,93,3.0,5.6,1.71,50,2012
50,"Royce White, F",ISU,32,31.3,164,5.1,126,3.9,6.6,1.30,51,2012
51,"Grant Gibbs, G",CREI,33,29.5,168,5.1,71,2.2,6.9,2.37,52,2012
52,"Reggie Hamilton, G",OAK,32,35.5,162,5.1,120,3.8,5.7,1.35,53,2012
53,"Emanuel Chapman, G",NCCU,32,25.9,162,5.1,76,2.4,7.8,2.13,54,2012
54,"Christopher Anderson, G",USD,31,29.0,156,5.0,92,3.0,6.9,1.70,55,2012
55,"Steven Shepp, G",FRES,33,36.6,166,5.0,67,2.0,5.5,2.48,56,2012
56,"Justin Cobbs, G",CAL,33,32.4,165,5.0,67,2.0,6.2,2.46,57,2012
57,"Cliff Colimon, G",EWU,32,35.1,160,5.0,105,3.3,5.7,1.52,58,2012
58,"Brandyn Curry, G",HARV,30,30.1,150,5.0,56,1.9,6.7,2.68,59,2012
59,"Preston Blackman, G",SAV,32,27.1,159,5.0,87,2.7,7.3,1.83,60,2012
60,"Abdul Gaddy, G",WASH,31,33.7,154,5.0,64,2.1,5.9,2.41,61,2012
61,"Randy Davis, G",BALL,29,30.1,144,5.0,44,1.5,6.6,3.27,62,2012
62,"Jake Odum, G",INST,32,31.0,158,4.9,97,3.0,6.4,1.63,63,2012
63,"Stallon Saldivar, G",NAU,29,31.2,143,4.9,65,2.2,6.3,2.20,64,2012
64,"Kierre Greenwood, G",CCAR,27,31.7,133,4.9,77,2.9,6.2,1.73,65,2012
65,"Jerian Grant, G",ND,33,36.1,162,4.9,61,1.8,5.4,2.66,66,2012
66,"Michael Porrini, G",KENT,31,29.4,150,4.8,92,3.0,6.6,1.63,67,2012
67,"Anthony Ireland, G",LMU,31,36.4,150,4.8,96,3.1,5.3,1.56,68,2012
68,"Tyshawn Taylor, G",KU,33,33.3,159,4.8,115,3.5,5.8,1.38,69,2012
69,"Julius Brown, G",TOL,34,31.7,163,4.8,111,3.3,6.1,1.47,70,2012
70,"Dwan McMillan, G",HOF,32,28.1,153,4.8,88,2.8,6.8,1.74,71,2012
71,"Jordon Crawford, G",BGSU,31,31.2,148,4.8,107,3.5,6.1,1.38,72,2012
72,"Darius Theus, G",VCU,34,30.9,162,4.8,76,2.2,6.2,2.13,73,2012
73,"Marquis Teague, G",UK,34,32.4,162,4.8,94,2.8,5.9,1.72,74,2012
74,"Brandon Young, G",DEP,31,30.5,147,4.7,75,2.4,6.2,1.96,75,2012
75,"Scoop Jardine, G",SYR,33,24.2,156,4.7,73,2.2,7.8,2.14,76,2012
76,"Ceola Clark III, G",WIU,31,37.4,146,4.7,51,1.6,5.0,2.86,77,2012
77,"Mike Douglas, G",WMU,31,34.1,146,4.7,99,3.2,5.5,1.47,78,2012
78,"Jonathon Thompson, G",RID,30,32.2,141,4.7,72,2.4,5.8,1.96,79,2012
79,"Erving Walker, G",FLA,33,31.4,155,4.7,66,2.0,6.0,2.35,80,2012
80,"Cervante Burrell, G",SEA,25,24.1,117,4.7,52,2.1,7.8,2.25,81,2012
81,"Alex Abreu, G",AKR,30,30.2,139,4.6,76,2.5,6.1,1.83,82,2012
82,"Lawrence Alexander, G",NDSU,30,34.3,139,4.6,95,3.2,5.4,1.46,83,2012
83,"Hank Thorns, G",TCU,31,34.0,143,4.6,90,2.9,5.4,1.59,84,2012
84,"Frankie Dobbs, G",BRY,30,38.0,138,4.6,81,2.7,4.8,1.70,85,2012
85,"John Jordan, G",AMCC,30,31.4,138,4.6,77,2.6,5.9,1.79,86,2012
86,"Maalik Wayns, G",NOVA,29,33.6,133,4.6,87,3.0,5.5,1.53,87,2012
87,"Landon Tatum, G",IDHO,31,30.8,142,4.6,77,2.5,5.9,1.84,88,2012
88,"Anthony Marshall, G",UNLV,33,31.8,151,4.6,101,3.1,5.7,1.50,89,2012
89,"Trey Burke, G",MICH,33,36.0,151,4.6,92,2.8,5.1,1.64,90,2012
90,"Cashmere Wright, G",CIN,34,31.3,155,4.6,77,2.3,5.8,2.01,91,2012
91,"Aaron Craft, G",OSU,34,31.3,155,4.6,69,2.0,5.8,2.25,92,2012
92,"Josh Castellanos, G",MSM,29,31.0,132,4.6,113,3.9,5.9,1.17,93,2012
93,"Raymond Taylor, G",FAU,28,27.6,127,4.5,70,2.5,6.6,1.81,94,2012
94,"Trae Golden, G",TENN,32,32.1,145,4.5,97,3.0,5.6,1.49,95,2012
95,"Ray Jones, Jr., G",SUU,31,32.8,140,4.5,76,2.5,5.5,1.84,96,2012
96,"Kevin Burwell, G",MVSU,34,34.0,153,4.5,67,2.0,5.3,2.28,97,2012
97,"Neil Watson, G",USM,33,30.2,148,4.5,67,2.0,5.9,2.21,98,2012
98,"Mike Tuitt, G",HAMP,33,30.1,148,4.5,101,3.1,6.0,1.47,99,2012
99,"Darius Gatson, G",SHSU,32,33.6,143,4.5,76,2.4,5.3,1.88,100,2012
0,"Jason Brickman, G",LIU,33,36.5,281,8.5,131,4.0,9.3,2.15,1,2013
1,"Phil Gaetano, G",SHU,28,35.4,222,7.9,97,3.5,9.0,2.29,2,2013
2,"Michael Carter-Williams, G",SYR,35,35.2,271,7.7,122,3.5,8.8,2.22,3,2013
3,"Larry Drew II, G",UCLA,34,35.4,253,7.4,81,2.4,8.4,3.12,4,2013
4,"Chaz Williams, G",UMASS,32,35.9,236,7.4,109,3.4,8.2,2.17,5,2013
5,"D.J. Cooper, G",OHIO,33,31.5,238,7.2,115,3.5,9.1,2.07,6,2013
6,"Lorenzo Brown, G",NCST,32,34.1,230,7.2,111,3.5,8.4,2.07,7,2013
7,"Phil Pressey, G",MIZ,33,33.7,233,7.1,119,3.6,8.4,1.96,8,2013
8,"DeAndre Kane, G",MRSH,28,37.1,195,7.0,118,4.2,7.5,1.65,9,2013
9,"Miguel Paul, G",ECU,28,32.8,193,6.9,102,3.6,8.4,1.89,10,2013
10,"Trey Burke, G",MICH,33,35.2,222,6.7,67,2.0,7.6,3.31,11,2013
11,"Rarlensee Nelson, G",UNO,26,30.4,172,6.6,104,4.0,8.7,1.65,12,2013
12,"Eric Washington, G",PRE,24,33.7,157,6.5,85,3.5,7.8,1.85,13,2013
13,"Anthony Collins, G",USF,30,35.9,194,6.5,82,2.7,7.2,2.37,14,2013
14,"Pierre Jackson, G",BAY,31,34.8,200,6.5,109,3.5,7.4,1.83,15,2013
15,"Matthew Dellavedova, G",SMC,33,36.2,212,6.4,91,2.8,7.1,2.33,16,2013
16,"Brett Comer, G",FGCU,34,26.7,213,6.3,122,3.6,9.4,1.75,17,2013
17,"Will Wilson, G",UNF,32,31.6,195,6.1,73,2.3,7.7,2.67,18,2013
18,"Julius Brown, G",TOL,28,33.6,168,6.0,89,3.2,7.1,1.89,19,2013
19,"Patrick Miller, G",TNST,32,35.9,191,6.0,109,3.4,6.7,1.75,20,2013
20,"Alex Abreu, G",AKR,29,30.2,173,6.0,85,2.9,7.9,2.04,21,2013
21,"Grant Gibbs, G",CREI,34,30.7,202,5.9,71,2.1,7.7,2.85,22,2013
22,"Peyton Siva, G",LOU,34,31.4,200,5.9,93,2.7,7.5,2.15,23,2013
23,"Nate Wolters, G",SDST,32,38.0,187,5.8,74,2.3,6.2,2.53,24,2013
24,"Emanuel Chapman, G",NCCU,31,28.3,180,5.8,85,2.7,8.2,2.12,25,2013
25,"Anthony Marshall, G",UNLV,34,33.8,197,5.8,92,2.7,6.9,2.14,26,2013
26,"Trey Freeman, G",CAMP,33,37.2,190,5.8,89,2.7,6.2,2.13,27,2013
27,"Siyani Chambers, G",HARV,28,37.8,161,5.8,96,3.4,6.1,1.68,28,2013
28,"Ray Penn Jr., G",TXSO,31,34.0,178,5.7,87,2.8,6.8,2.05,29,2013
29,"Korie Lucious, G",ISU,33,31.0,188,5.7,109,3.3,7.3,1.72,30,2013
30,"Christopher Anderson, G",USD,33,32.3,188,5.7,94,2.8,7.1,2.00,31,2013
31,"Chris Fowler, G",CMU,31,27.9,176,5.7,81,2.6,8.1,2.17,32,2013
32,"Jerian Grant, G",ND,34,36.5,192,5.6,95,2.8,6.2,2.02,33,2013
33,"Jace Tavita, G",HAW,31,25.6,175,5.6,80,2.6,8.8,2.19,34,2013
34,"Eric Atkins, G",ND,34,38.3,191,5.6,72,2.1,5.9,2.65,35,2013
35,"Cody Doolin, G",SF,31,33.7,174,5.6,83,2.7,6.7,2.10,36,2013
36,"Hal Bateman, G",SFA,31,27.5,174,5.6,83,2.7,8.2,2.10,37,2013
37,"Elfrid Payton, G",ULL,33,35.5,181,5.5,113,3.4,6.2,1.60,38,2013
38,"John Jordan, G",AMCC,29,36.6,159,5.5,82,2.8,6.0,1.94,39,2013
39,"Lucas Woodhouse, G",LONG,33,26.3,180,5.5,99,3.0,8.3,1.82,40,2013
40,"Lucas Nutt, G",SEMO,33,28.5,178,5.4,71,2.2,7.6,2.51,41,2013
41,"Maurice Watson Jr., G",BU,29,29.4,156,5.4,87,3.0,7.3,1.79,42,2013
42,"Kenneth Ortiz, G",WAG,31,33.9,166,5.4,120,3.9,6.3,1.38,43,2013
43,"Jacques Streeter, G",UTEP,32,34.3,171,5.3,55,1.7,6.2,3.11,44,2013
44,"Khalif Toombs, G",SCST,30,36.0,160,5.3,92,3.1,5.9,1.74,45,2013
45,"Angel Rodriguez, G",KSU,32,27.9,169,5.3,75,2.3,7.6,2.25,46,2013
46,"Jio Fontan, G",USC,32,33.0,168,5.3,90,2.8,6.4,1.87,47,2013
47,"Evan Roquemore, G",SCU,32,31.6,168,5.3,69,2.2,6.7,2.43,48,2013
48,"Speedy Smith, G",LT,32,27.6,167,5.2,73,2.3,7.6,2.29,49,2013
49,"Derrick Colter, G",DUQ,30,32.2,156,5.2,108,3.6,6.5,1.44,50,2013
50,"Jalan West, G",NWST,31,25.1,161,5.2,58,1.9,8.3,2.78,51,2013
51,"Tray Woodall, G",PITT,32,28.5,166,5.2,68,2.1,7.3,2.44,52,2013
52,"Quinn Cook, G",DUKE,32,33.8,166,5.2,72,2.3,6.1,2.31,53,2013
53,"Velton Jones, G",RMU,29,25.5,150,5.2,71,2.4,8.1,2.11,54,2013
54,"Marshall Harris III, G",CIT,30,30.0,155,5.2,76,2.5,6.9,2.04,55,2013
55,"Devon Atkinson, G",MORE,33,28.5,169,5.1,96,2.9,7.2,1.76,56,2013
56,"Dylan Garrity, G",SAC,28,33.8,143,5.1,65,2.3,6.0,2.20,57,2013
57,"Duke Mondy, G",OAK,32,31.4,163,5.1,109,3.4,6.5,1.50,58,2013
58,"Jayon James, F",ULM,27,33.0,137,5.1,131,4.9,6.1,1.05,59,2013
59,"Frankie Dobbs, G",BRY,29,35.7,147,5.1,73,2.5,5.7,2.01,60,2013
60,"Jamel Fuentes, G",NORF,29,25.8,146,5.0,87,3.0,7.8,1.68,61,2013
61,"Saah Nimley, G",CHSO,29,33.0,146,5.0,81,2.8,6.1,1.80,62,2013
62,"Billy Baron, G",CAN,31,34.8,156,5.0,89,2.9,5.8,1.75,63,2013
63,"Juan'ya Green, G",NIAG,32,37.9,161,5.0,87,2.7,5.3,1.85,64,2013
64,"Kendall Williams, G",UNM,33,34.5,166,5.0,70,2.1,5.8,2.37,65,2013
65,"Jahii Carson, G",ASU,33,37.2,165,5.0,112,3.4,5.4,1.47,66,2013
66,"Branden Frazier, G",FOR,31,35.0,154,5.0,94,3.0,5.7,1.64,67,2013
67,"Scottie Wilbekin, G",FLA,31,32.1,154,5.0,63,2.0,6.2,2.44,68,2013
68,"Mackey McKnight, G",LEH,30,33.3,148,4.9,90,3.0,5.9,1.64,69,2013
69,"Langston Hall, G",MER,29,30.7,143,4.9,63,2.2,6.4,2.27,70,2013
70,"Devon Moore, G",JMU,33,33.9,162,4.9,77,2.3,5.8,2.10,71,2013
71,"Neil Watson, G",USM,33,32.3,162,4.9,87,2.6,6.1,1.86,72,2013
72,"Tilman Dunbar, G",NAVY,31,30.5,152,4.9,84,2.7,6.4,1.81,73,2013
73,"Jeremy Crutcher, G",AAMU,29,35.0,142,4.9,84,2.9,5.6,1.69,74,2013
74,"Darius Theus, G",VCU,33,26.9,161,4.9,62,1.9,7.2,2.60,75,2013
75,"Carl Blair, G",PV,34,31.7,165,4.9,124,3.6,6.1,1.33,76,2013
76,"Kerron Johnson, G",BEL,32,29.9,155,4.8,102,3.2,6.5,1.52,77,2013
77,"Brian Voelkel, F",UVM,32,31.5,154,4.8,75,2.3,6.1,2.05,78,2013
78,"Elijah Johnson, G",KU,34,31.1,163,4.8,106,3.1,6.2,1.54,79,2013
79,"Joe Jackson, G",MEM,34,32.5,163,4.8,93,2.7,5.9,1.75,80,2013
80,"Charlie Lee, G",CLEV,32,34.4,153,4.8,113,3.5,5.6,1.35,81,2013
81,"Justin Cobbs, G",CAL,31,35.7,148,4.8,91,2.9,5.4,1.63,82,2013
82,"Tony Johnson, G",LAF,34,31.2,162,4.8,76,2.2,6.1,2.13,83,2013
83,"Rodney Glasgow, G",VMI,28,30.4,133,4.8,54,1.9,6.3,2.46,84,2013
84,"Tommy Brenton, F",STON,31,31.2,147,4.7,65,2.1,6.1,2.26,85,2013
85,"Raijon Kelly, G",SAM,32,37.0,151,4.7,103,3.2,5.1,1.47,86,2013
86,"Marcus Paige, G",UNC,33,28.9,154,4.7,79,2.4,6.5,1.95,87,2013
87,"Deron Powers, G",HAMP,31,33.9,144,4.6,108,3.5,5.5,1.33,88,2013
88,"Semaj Christon, G",XAV,30,34.3,139,4.6,109,3.6,5.4,1.28,89,2013
89,"Jake Odum, G",INST,32,32.4,148,4.6,84,2.6,5.7,1.76,90,2013
90,"Shabazz Napier, G",CONN,28,37.3,129,4.6,67,2.4,4.9,1.93,91,2013
91,"Aaron Craft, G",OSU,33,34.1,152,4.6,62,1.9,5.4,2.45,92,2013
92,"Brandon Young, G",DEP,32,31.5,146,4.6,86,2.7,5.8,1.70,93,2013
93,"Stallon Saldivar, G",NAU,29,32.7,132,4.6,66,2.3,5.6,2.00,94,2013
94,"Kevin Dillard, G",DAY,31,33.0,141,4.5,98,3.2,5.5,1.44,95,2013
95,"Isaiah Sykes, G",UCF,31,34.8,141,4.5,109,3.5,5.2,1.29,96,2013
96,"Ray McCallum, G",DET,32,36.6,145,4.5,65,2.0,5.0,2.23,97,2013
97,"Abdul Gaddy, G",WASH,33,31.5,148,4.5,101,3.1,5.7,1.47,98,2013
98,"Kevin Hardy, G",MCNS,31,35.0,139,4.5,65,2.1,5.1,2.14,99,2013
99,"Blaise Ffrench, G",SPU,30,32.1,134,4.5,78,2.6,5.6,1.72,100,2013
0,"Jason Brickman, G",LIU,29,37.0,290,10.0,102,3.5,10.8,2.84,1,2014
1,"Speedy Smith, G",LT,33,30.0,262,7.9,78,2.4,10.6,3.36,2,2014
2,"Chaz Williams, G",UMASS,32,35.2,224,7.0,108,3.4,8.0,2.07,3,2014
3,"Maurice Watson Jr., G",BU,34,31.1,236,6.9,98,2.9,8.9,2.41,4,2014
4,"Lucas Woodhouse, G",LONG,32,33.0,213,6.7,86,2.7,8.1,2.48,5,2014
5,"Kyle Anderson, G",UCLA,33,33.2,217,6.6,101,3.1,7.9,2.15,6,2014
6,"Emanuel Chapman, G",NCCU,33,34.1,213,6.5,82,2.5,7.6,2.60,7,2014
7,"Kay Felder, G",OAK,33,32.4,212,6.4,93,2.8,7.9,2.28,8,2014
8,"Jalan West, G",NWST,31,32.9,197,6.4,84,2.7,7.7,2.35,9,2014
9,"Phil Gaetano, G",SHU,31,33.8,194,6.3,87,2.8,7.4,2.23,10,2014
10,"Julius Brown, G",TOL,33,33.6,202,6.1,93,2.8,7.3,2.17,11,2014
11,"Brent Jones, G",SFNY,31,26.6,187,6.0,70,2.3,9.1,2.67,12,2014
12,"Elfrid Payton, G",ULL,34,35.8,205,6.0,126,3.7,6.7,1.63,13,2014
13,"Mackey McKnight, G",LEH,32,35.3,192,6.0,84,2.6,6.8,2.29,14,2014
14,"Lucas Nutt, G",SEMO,32,28.9,191,6.0,71,2.2,8.3,2.69,15,2014
15,"Christopher Anderson, G",USD,32,33.2,189,5.9,84,2.6,7.1,2.25,16,2014
16,"Jamel Waters, G",ALST,30,35.1,176,5.9,71,2.4,6.7,2.48,17,2014
17,"Sidney Sanders Jr., G",FDU,31,33.6,181,5.8,78,2.5,7.0,2.32,18,2014
18,"Pierria Henry, G",CHAR,30,33.8,175,5.8,99,3.3,6.9,1.77,19,2014
19,"DeAndre Kane, G",ISU,33,34.1,192,5.8,93,2.8,6.8,2.06,20,2014
20,"Juwan Staten, G",WVU,32,37.3,186,5.8,66,2.1,6.2,2.82,21,2014
21,"Bryce Cotton, G",PROV,34,39.9,197,5.8,82,2.4,5.8,2.40,22,2014
22,"Justin Cobbs, G",CAL,32,34.4,184,5.8,79,2.5,6.7,2.33,23,2014
23,"Brian Voelkel, F",UVM,32,30.4,184,5.8,78,2.4,7.6,2.36,24,2014
24,"Langston Hall, G",MER,34,31.9,190,5.6,81,2.4,7.0,2.35,25,2014
25,"Rodney Glasgow, G",VMI,31,36.8,173,5.6,56,1.8,6.1,3.09,26,2014
26,"Tyler Ennis, G",SYR,32,35.6,178,5.6,55,1.7,6.3,3.24,27,2014
27,"Damarius Smith, G",PEAY,25,29.5,139,5.6,96,3.8,7.5,1.45,28,2014
28,"Marquis Wright, G",SIE,32,34.7,177,5.5,96,3.0,6.4,1.84,29,2014
29,"T.J. McConnell, G",ARIZ,34,31.9,187,5.5,61,1.8,6.9,3.07,30,2014
30,"Tim Frazier, G",PSU,32,35.1,176,5.5,91,2.8,6.3,1.93,31,2014
31,"L.J. Rose, G",HOU,28,28.4,154,5.5,65,2.3,7.7,2.37,32,2014
32,"Cameron Payne, G",MURR,29,32.6,159,5.5,96,3.3,6.7,1.66,33,2014
33,"Kareem Canty, G",MRSH,33,36.7,180,5.5,121,3.7,5.9,1.49,34,2014
34,"Julian Norfleet, G",MSM,32,32.4,174,5.4,94,2.9,6.7,1.85,35,2014
35,"Brett Comer, G",FGCU,34,30.9,184,5.4,103,3.0,7.0,1.79,36,2014
36,"Reece Chamberlain, G",BEL,28,31.9,150,5.4,75,2.7,6.7,2.00,37,2014
37,"Keith Shamburger, G",HAW,31,32.3,166,5.4,62,2.0,6.6,2.68,38,2014
38,"Anthony Ireland, G",LMU,32,35.8,171,5.3,90,2.8,6.0,1.90,39,2014
39,"Jarod Oldham, G",BUFF,29,31.2,153,5.3,83,2.9,6.8,1.84,40,2014
40,"John Jordan, G",AMCC,30,34.0,158,5.3,84,2.8,6.2,1.88,41,2014
41,"Fred VanVleet, G",WICH,34,31.7,179,5.3,46,1.4,6.6,3.89,42,2014
42,"Chris Fowler, G",CMU,31,33.1,163,5.3,87,2.8,6.4,1.87,43,2014
43,"Delon Wright, G",UTAH,32,36.4,167,5.2,78,2.4,5.7,2.14,44,2014
44,"Billy Baron, G",CAN,33,38.9,172,5.2,96,2.9,5.4,1.79,45,2014
45,"Madarious Gibbs, G",TXSO,33,34.7,171,5.2,97,2.9,6.0,1.76,46,2014
46,"Naadir Tharpe, G",KU,32,29.8,165,5.2,64,2.0,6.9,2.58,47,2014
47,"Zalmico Harmon, G",UCSB,30,30.8,153,5.1,33,1.1,6.6,4.64,48,2014
48,"Drew Brandon, G",EWU,30,33.4,152,5.1,74,2.5,6.1,2.05,49,2014
49,"Kareem Storey, G",MORE,31,29.8,157,5.1,107,3.5,6.8,1.47,50,2014
50,"T.J. Bray, G",PRIN,24,35.2,120,5.0,41,1.7,5.7,2.93,51,2014
51,"Kenny Chery, G",BAY,34,28.9,169,5.0,69,2.0,6.9,2.45,52,2014
52,"Charlon Kloof, G",SBON,33,33.5,164,5.0,75,2.3,5.9,2.19,53,2014
53,"Shabazz Napier, G",CONN,34,34.9,168,4.9,93,2.7,5.7,1.81,54,2014
54,"Kendall Williams, G",UNM,33,35.2,163,4.9,66,2.0,5.6,2.47,55,2014
55,"Tyler Strange, G",WEBB,33,32.3,163,4.9,59,1.8,6.1,2.76,56,2014
56,"Jamel Fuentes, G",NORF,33,25.8,162,4.9,63,1.9,7.6,2.57,57,2014
57,"Keifer Sykes, G",GB,30,34.3,147,4.9,64,2.1,5.7,2.30,58,2014
58,"Eric Atkins, G",ND,32,37.8,156,4.9,61,1.9,5.2,2.56,59,2014
59,"Nimrod Hilliard, G",LAM,30,34.9,146,4.9,80,2.7,5.6,1.83,60,2014
60,"Jeremiah Samarrippas, G",TNTC,32,30.4,154,4.8,95,3.0,6.3,1.62,61,2014
61,"Nic Moore, G",SMU,32,31.8,154,4.8,78,2.4,6.1,1.97,62,2014
62,"Alex Caruso, G",TAMU,32,29.8,154,4.8,77,2.4,6.5,2.00,63,2014
63,"Jordair Jett, G",SLU,32,31.3,153,4.8,92,2.9,6.1,1.66,64,2014
64,"Devin Wilson, G",VT,31,34.9,148,4.8,90,2.9,5.5,1.64,65,2014
65,"Dee Davis, G",XAV,31,31.0,147,4.7,60,1.9,6.1,2.45,66,2014
66,"Frantz Massenat, G",DREX,30,36.8,142,4.7,57,1.9,5.1,2.49,67,2014
67,"Tevin Hammond, G",ARPB,31,35.5,146,4.7,118,3.8,5.3,1.24,68,2014
68,"Aaron Craft, G",OSU,34,34.3,160,4.7,85,2.5,5.5,1.88,69,2014
69,"Vince Martin, G",JAC,30,32.5,141,4.7,54,1.8,5.8,2.61,70,2014
70,"Siyani Chambers, G",HARV,30,34.1,141,4.7,68,2.3,5.5,2.07,71,2014
71,"Marcus Smart, G",OKST,30,32.5,141,4.7,76,2.5,5.8,1.86,72,2014
72,"Jayon James, F",ULM,26,31.6,122,4.7,67,2.6,5.9,1.82,73,2014
73,"Johnathan Loyd, G",ORE,32,25.2,150,4.7,59,1.8,7.4,2.54,74,2014
74,"Russ Smith, G",LOU,34,28.7,159,4.7,90,2.6,6.5,1.77,75,2014
75,"Jehvon Clarke, G",BGSU,32,36.4,149,4.7,117,3.7,5.1,1.27,76,2014
76,"Jordan Woodard, G",OKLA,32,27.9,149,4.7,68,2.1,6.7,2.19,77,2014
77,"Keith Appling, G",MSU,31,32.0,144,4.6,65,2.1,5.8,2.22,78,2014
78,"Steven Kaspar, G",BUCK,30,24.4,139,4.6,71,2.4,7.6,1.96,79,2014
79,"DJ Cole, G",YSU,31,29.5,143,4.6,59,1.9,6.3,2.42,80,2014
80,"Tweety Knight, G",MTSU,33,28.0,152,4.6,92,2.8,6.6,1.65,81,2014
81,"Mikh McKinney, G",SAC,30,34.6,138,4.6,68,2.3,5.3,2.03,82,2014
82,"Kyle Collinsworth, G",BYU,34,33.4,156,4.6,89,2.6,5.5,1.75,83,2014
83,"Alex Young, G",UCI,34,28.6,156,4.6,67,2.0,6.4,2.33,84,2014
84,"Will Cummings, G",TEM,29,34.4,132,4.6,65,2.2,5.3,2.03,85,2014
85,"Joe Jackson, G",MEM,32,33.1,145,4.5,67,2.1,5.5,2.16,86,2014
86,"Alec Wintering, G",PORT,27,27.7,122,4.5,55,2.0,6.5,2.22,87,2014
87,"Jake Odum, G",INST,33,32.2,149,4.5,61,1.8,5.6,2.44,88,2014
88,"Jahii Carson, G",ASU,32,35.3,144,4.5,110,3.4,5.1,1.31,89,2014
89,"Austin Chatman, G",CREI,33,29.9,148,4.5,57,1.7,6.0,2.60,90,2014
90,"Donivine Stewart, G",SIUE,31,32.5,139,4.5,62,2.0,5.5,2.24,91,2014
91,"Kyan Anderson, G",TCU,31,34.9,139,4.5,90,2.9,5.1,1.54,92,2014
