,RK,PLAYER,TEAM,GP,PPG,FTM,FTA,total_FTM,total_FTA,FT%
646,47,"Raymond Anthony, G",LAM,29,15.5,2.4,2.6,69,76,0.908
647,48,"Terry Williams, G",GASO,29,12.1,2.8,3.1,81,90,0.9
648,49,"Delonte West, G",JOES,28,18.8,4.0,4.5,112,126,0.889
649,50,"Gerry McNamara, G",SYR,28,16.2,3.4,3.9,96,108,0.889
650,51,"Ilian Evtimov, F-C",NCST,29,9.3,2.4,2.8,71,80,0.888
651,52,"Leon Pattman, G",DART,26,13.2,2.7,3.0,70,79,0.886
652,53,"Travis Diener, G",MARQ,28,19.0,4.4,5.0,124,140,0.886
653,54,"John Lucas III, G",OKST,30,15.4,2.6,2.9,77,87,0.885
654,55,"Anthony Winchester, G",WKU,28,14.1,2.6,2.9,72,82,0.878
655,56,"Royce Parran, G",CHS,32,8.4,2.5,2.8,79,90,0.878
656,57,"Cardell Butler, G",USU,28,14.0,2.3,2.6,64,73,0.877
657,58,"Lester Abram, G-F",MICH,28,13.4,3.9,4.4,108,124,0.871
658,59,"Luke Jackson, F",ORE,27,21.1,5.2,6.0,141,162,0.87
659,60,"Terrence Woods, G",FAMU,29,20.1,3.4,4.0,100,115,0.87
660,61,"Luis Flores, G",MAN,29,24.1,6.9,7.9,199,229,0.869
661,62,"Ryan Gomes, F",PROV,28,18.6,4.7,5.4,132,152,0.868
662,63,"Pooh Jeter, G",PORT,28,16.6,3.3,3.8,92,106,0.868
663,64,"Trey Guidry, G",ILST,29,15.2,2.5,2.9,72,83,0.867
664,65,"Jakob Sigurdarson, G",BSC,27,14.7,3.1,3.6,84,97,0.866
665,66,"Sergio Sanchez, G",TRGV,28,12.9,3.0,3.5,84,97,0.866
666,67,"Kenneth Lowe, G",PUR,27,13.6,4.3,5.0,116,134,0.866
667,68,"Paul Marigney, G",SMC,31,16.0,3.3,3.8,103,119,0.866
668,69,"Michael Watson, G",UMKC,29,23.4,4.6,5.3,134,155,0.865
669,70,"Mike Monserez, G-F",BUT,30,11.7,3.6,4.2,108,125,0.864
670,71,"Nate Williams, F-C",GAST,22,14.7,3.7,4.3,82,95,0.863
671,72,"Michel Morandais, G-F",COLO,28,16.1,3.6,4.1,100,116,0.862
672,73,"Justin DeBerry, G",LAF,28,14.8,3.5,4.1,99,115,0.861
673,74,"Robert Hite, G",MIA,30,15.2,2.3,2.6,68,79,0.861
674,75,"Larry O'Bannon, G-F",LOU,29,10.5,2.8,3.2,80,93,0.86
675,76,"Nate Johnson, G",NEB,27,13.1,3.4,3.9,91,106,0.858
676,77,"Todd Okeson, G",NEV,31,10.8,2.9,3.4,90,105,0.857
677,78,"Jeff Horner, G",IOWA,28,12.9,3.2,3.8,90,105,0.857
678,79,"Tevoris Thompson, G",ARST,28,11.0,2.6,3.0,72,84,0.857
679,80,"Blake Stepp, G",GONZ,28,14.9,2.5,3.0,71,83,0.855
680,81,"Blake Ahearn, G",MOST,33,10.5,3.5,3.6,117,120,0.975
681,82,"J.J. Redick, G",DUKE,32,15.9,4.1,4.3,130,136,0.956
682,83,"Steve Drabyn, G",BEL,29,13.6,3.3,3.6,96,105,0.914
683,84,"Chris Hernandez, G",STAN,28,10.1,3.4,3.8,96,105,0.914
684,85,"David Doubley, G",PAC,30,8.1,2.4,2.6,71,78,0.91
685,86,"Scooter McFadgon, G",TENN,27,17.9,4.8,5.3,129,142,0.908
686,87,"Raymond Anthony, G",LAM,29,15.5,2.4,2.6,69,76,0.908
687,88,"Terry Williams, G",GASO,29,12.1,2.8,3.1,81,90,0.9
688,89,"Delonte West, G",JOES,28,18.8,4.0,4.5,112,126,0.889
689,90,"Gerry McNamara, G",SYR,28,16.2,3.4,3.9,96,108,0.889
690,91,"Ilian Evtimov, F-C",NCST,29,9.3,2.4,2.8,71,80,0.888
691,92,"Leon Pattman, G",DART,26,13.2,2.7,3.0,70,79,0.886
692,93,"Travis Diener, G",MARQ,28,19.0,4.4,5.0,124,140,0.886
693,94,"John Lucas III, G",OKST,30,15.4,2.6,2.9,77,87,0.885
694,95,"Anthony Winchester, G",WKU,28,14.1,2.6,2.9,72,82,0.878
695,96,"Royce Parran, G",CHS,32,8.4,2.5,2.8,79,90,0.878
696,97,"Cardell Butler, G",USU,28,14.0,2.3,2.6,64,73,0.877
697,98,"Lester Abram, G-F",MICH,28,13.4,3.9,4.4,108,124,0.871
698,99,"Luke Jackson, F",ORE,27,21.1,5.2,6.0,141,162,0.87
699,100,"Terrence Woods, G",FAMU,29,20.1,3.4,4.0,100,115,0.87
700,101,"Luis Flores, G",MAN,29,24.1,6.9,7.9,199,229,0.869
701,102,"Ryan Gomes, F",PROV,28,18.6,4.7,5.4,132,152,0.868
702,103,"Pooh Jeter, G",PORT,28,16.6,3.3,3.8,92,106,0.868
703,104,"Trey Guidry, G",ILST,29,15.2,2.5,2.9,72,83,0.867
704,105,"Jakob Sigurdarson, G",BSC,27,14.7,3.1,3.6,84,97,0.866
705,106,"Sergio Sanchez, G",TRGV,28,12.9,3.0,3.5,84,97,0.866
706,107,"Kenneth Lowe, G",PUR,27,13.6,4.3,5.0,116,134,0.866
707,108,"Paul Marigney, G",SMC,31,16.0,3.3,3.8,103,119,0.866
708,109,"Michael Watson, G",UMKC,29,23.4,4.6,5.3,134,155,0.865
709,110,"Mike Monserez, G-F",BUT,30,11.7,3.6,4.2,108,125,0.864
710,111,"Nate Williams, F-C",GAST,22,14.7,3.7,4.3,82,95,0.863
711,112,"Michel Morandais, G-F",COLO,28,16.1,3.6,4.1,100,116,0.862
712,113,"Justin DeBerry, G",LAF,28,14.8,3.5,4.1,99,115,0.861
713,114,"Robert Hite, G",MIA,30,15.2,2.3,2.6,68,79,0.861
714,115,"Larry O'Bannon, G-F",LOU,29,10.5,2.8,3.2,80,93,0.86
715,116,"Nate Johnson, G",NEB,27,13.1,3.4,3.9,91,106,0.858
716,117,"Todd Okeson, G",NEV,31,10.8,2.9,3.4,90,105,0.857
717,118,"Jeff Horner, G",IOWA,28,12.9,3.2,3.8,90,105,0.857
718,119,"Tevoris Thompson, G",ARST,28,11.0,2.6,3.0,72,84,0.857
719,120,"Blake Stepp, G",GONZ,28,14.9,2.5,3.0,71,83,0.855
720,1,"Fred Kounkorgo, F",HART,2,3.0,3.0,3.0,6,6,1.0
721,2,"Jack Joseph, F",SOU,1,6.0,4.0,4.0,4,4,1.0
722,3,"Blake Ahearn, G",MOST,30,9.9,2.9,3.0,86,91,0.945
723,4,"J.J. Redick, G",DUKE,30,22.8,6.2,6.6,186,199,0.935
724,5,"Chris McCray, G",MD,27,14.3,3.2,3.5,87,94,0.926
725,6,"Vince Greene, G",ILST,30,9.8,2.7,2.9,81,88,0.92
726,7,"A.J. Graves, G",BUT,28,11.1,2.4,2.6,68,74,0.919
727,8,"Channing Toney, G",UGA,26,9.8,2.3,2.6,61,67,0.91
728,9,"Jamaal Hilliard, G",LAF,28,7.1,3.3,3.6,91,100,0.91
729,10,"Lester Abram, G-F",MICH,3,6.7,3.3,3.7,10,11,0.909
730,11,"Josh Naylor, G",TXST,28,13.0,2.5,2.7,69,76,0.908
731,12,"Salim Stoudamire, G",ARIZ,32,18.4,3.3,3.7,106,117,0.906
732,13,"Steve Novak, F",MARQ,30,13.9,2.5,2.8,76,84,0.905
733,14,"Charles Brown, G",LMU,28,10.4,2.3,2.5,64,71,0.901
734,15,"Derek Raivio, G",GONZ,29,13.5,3.4,3.8,100,111,0.901
735,16,"Sean Knitter, C",LAF,27,10.9,2.3,2.5,61,68,0.897
736,17,"David Doubley, G",PAC,29,12.2,2.9,3.3,85,95,0.895
737,18,"Marcetteaus McGee, G",UIC,9,7.2,2.8,3.1,25,28,0.893
738,19,"Jerry Johnson, G",RID,30,18.4,3.6,4.0,107,120,0.892
739,20,"Anthony Roberson, G",FLA,30,18.2,2.5,2.8,74,83,0.892
740,21,"Joey Graham, F",OKST,30,18.1,4.8,5.4,145,163,0.89
741,22,"Colin Falls, G",ND,28,12.4,2.3,2.6,64,72,0.889
742,23,"DeMario Anderson, G",CCSU,27,14.1,2.4,2.7,64,72,0.889
743,24,"Chris Thomas, G",ND,28,14.0,3.4,3.8,94,106,0.887
744,25,"Terrell Stovall, G",WEB,29,9.7,3.0,3.3,86,97,0.887
745,26,"Kevin Bettencourt, G",BUCK,31,12.7,2.9,3.3,91,103,0.883
746,27,"Matt Rohde, G",GB,28,11.5,2.6,2.9,72,82,0.878
747,28,"Fernandez Lockett, G-F",PEAY,3,5.0,2.3,2.7,7,8,0.875
748,29,"Gerry McNamara, G",SYR,33,16.0,3.3,3.8,109,125,0.872
749,30,"Francisco Garcia, F",LOU,33,15.4,3.9,4.5,129,148,0.872
750,31,"Marcus Clark, G",SFA,27,13.0,4.5,5.1,121,139,0.871
751,32,"Mike Titchenal, G",CP,26,10.0,2.6,3.0,67,77,0.87
752,33,"Jarrett Jack, G",GT,30,15.5,3.9,4.5,117,135,0.867
753,34,"Jasper Johnson, C",USM,17,15.1,3.8,4.4,65,75,0.867
754,35,"Ian Young, G",AUB,30,13.3,2.8,3.2,83,96,0.865
755,36,"Richard Chaney, G",UTAH,25,8.2,2.3,2.6,57,66,0.864
756,37,"Robert Hite, G",MIA,28,17.1,2.5,2.9,69,80,0.863
757,38,"Ramon Kelly, G",MORE,27,7.9,3.0,3.5,81,94,0.862
758,39,"Ken Tutt, G",ORU,32,17.0,2.5,2.9,81,94,0.862
759,40,"Alan Anderson, G-F",MSU,28,13.6,3.3,3.9,93,108,0.861
760,41,"Brian Swift, G",USF,30,15.9,2.7,3.1,80,93,0.86
761,42,"Rob Monroe, G",QUIN,26,22.7,6.6,7.7,171,199,0.859
