,PLAYER,TEAM,GP,MPG,OFF,ORPG,DEF,DRPG,REB,RPG,RP40,RK,Year
55,"Anthony Kann, F-C",WMU,28,31.0,93,3.3,147,5.3,240,8.6,11.1,56,2003
56,"Jeff Newton, F",IND,32,33.0,69,2.2,202,6.3,271,8.5,10.3,57,2003
57,"Justino Victoriano, F",UTEP,30,27.6,64,2.1,190,6.3,254,8.5,12.3,58,2003
58,"Jesse Young, F",GMU,26,30.3,77,3.0,143,5.5,220,8.5,11.2,59,2003
59,"Ricardo Marsh, F",ODU,27,29.2,78,2.9,149,5.5,227,8.4,11.5,60,2003
60,"Conor Grace, F",DAV,35,29.5,69,2.0,225,6.4,294,8.4,11.4,61,2003
61,"Greg Babcock, C",GB,30,30.0,86,2.9,166,5.5,252,8.4,11.2,62,2003
62,"Jared Reiner, C",IOWA,25,27.4,70,2.8,139,5.6,209,8.4,12.2,63,2003
63,"David Harrison, C",COLO,31,28.2,100,3.2,159,5.1,259,8.4,11.9,64,2003
64,"James Reaves, F",NIAG,29,35.0,86,3.0,156,5.4,242,8.3,9.5,65,2003
65,"Eulis Baez, F",FIU,29,33.6,87,3.0,152,5.2,239,8.2,9.8,66,2003
66,"Kirk Snyder, G",NEV,31,31.5,90,2.9,165,5.3,255,8.2,10.5,67,2003
67,"Phillip Ricci, F",ORST,28,31.0,91,3.3,139,5.0,230,8.2,10.6,68,2003
68,"Troy Godwin, C",VCU,28,26.1,89,3.2,141,5.0,230,8.2,12.6,69,2003
69,"Scott Henry, F",IDST,29,32.7,83,2.9,155,5.3,238,8.2,10.0,70,2003
70,"Wayne Simien, F",KU,16,24.4,51,3.2,80,5.0,131,8.2,13.4,71,2003
71,"Keith Waleskowski, F-C",DAY,29,30.8,91,3.1,146,5.0,237,8.2,10.6,72,2003
72,"Donald Cole, F",SHSU,29,28.0,72,2.5,165,5.7,237,8.2,11.7,73,2003
73,"Mike Hall, F",GW,29,34.4,82,2.8,155,5.3,237,8.2,9.5,74,2003
74,"Josh Childress, G-F",STAN,31,34.1,69,2.2,184,5.9,253,8.2,9.6,75,2003
75,"Josh Howard, F",WAKE,29,32.3,97,3.3,139,4.8,236,8.1,10.1,76,2003
76,"Slobodan Ocokoljic, F",WEB,22,27.2,55,2.5,124,5.6,179,8.1,12.0,77,2003
77,"Cory Violette, F-C",GONZ,30,27.0,80,2.7,164,5.5,244,8.1,12.0,78,2003
78,"William McDonald, F",GRAM,30,30.3,69,2.3,175,5.8,244,8.1,10.7,79,2003
79,"Steven Smith, F",LAS,20,31.1,36,1.8,126,6.3,162,8.1,10.4,80,2003
80,"Sean May, F-C",UNC,11,28.0,25,2.3,64,5.8,89,8.1,11.6,81,2003
81,"Darrell Tucker, F",SF,23,32.5,58,2.5,128,5.6,186,8.1,10.0,82,2003
82,"Chris Ferguson, F",NCAT,25,29.8,79,3.2,123,4.9,202,8.1,10.9,83,2003
83,"Sam Winter, F",HARV,27,33.7,69,2.6,149,5.5,218,8.1,9.6,84,2003
84,"Will McDonald, C",USF,28,29.4,67,2.4,159,5.7,226,8.1,11.0,85,2003
85,"Corey Lamkin, F",AMCC,29,26.5,85,2.9,149,5.1,234,8.1,12.2,86,2003
86,"Robert Battle, C",DREX,30,30.0,89,3.0,153,5.1,242,8.1,10.8,87,2003
87,"Rob Lewin, F",TROY,31,25.5,102,3.3,147,4.7,249,8.0,12.6,88,2003
88,"Cuthbert Victor, F",MURR,29,29.3,109,3.8,123,4.2,232,8.0,10.9,89,2003
89,"Chad Hartman, F",LIP,28,26.6,55,2.0,169,6.0,224,8.0,12.0,90,2003
90,"Leroy Hurd, F",UTSA,22,32.6,46,2.1,130,5.9,176,8.0,9.8,91,2003
91,"Demetrius Williams, F-C",L-IL,30,28.9,90,3.0,149,5.0,239,8.0,11.0,92,2003
92,"Jerrid Campbell, C",SOU,29,29.4,92,3.2,139,4.8,231,8.0,10.8,93,2003
93,"Michael Haynes, G-F",FOR,27,33.6,67,2.5,148,5.5,215,8.0,9.5,94,2003
94,"Justin Davis, F",STAN,26,23.9,92,3.5,115,4.4,207,8.0,13.3,95,2003
95,"Torin Francis, F",ND,31,27.7,86,2.8,160,5.2,246,7.9,11.5,96,2003
96,"Ike Diogu, F-C",ASU,30,32.2,92,3.1,146,4.9,238,7.9,9.9,97,2003
97,"Mack Callier, F",UTA,29,31.1,76,2.6,154,5.3,230,7.9,10.2,98,2003
98,"Craig Smith, F",BC,29,31.8,95,3.3,135,4.7,230,7.9,10.0,99,2003
99,"Zakee Wadood, F",ETSU,28,32.4,74,2.6,148,5.3,222,7.9,9.8,100,2003
100,"Danny Granger, F",BRAD,14,27.1,32,2.3,79,5.6,111,7.9,11.7,101,2003
101,"Josh Murray, F",IUPU,30,29.0,91,3.0,146,4.9,237,7.9,10.9,102,2003
102,"Ellis Myles, F",LOU,24,24.8,68,2.8,121,5.0,189,7.9,12.7,103,2003
103,"Frank Bennett, F",GASO,29,33.1,61,2.1,167,5.8,228,7.9,9.5,104,2003
104,"Jason Ellis, F",BSU,29,27.8,81,2.8,146,5.0,227,7.8,11.3,105,2003
105,"Marvin Black, F",MRSH,29,28.1,56,1.9,171,5.9,227,7.8,11.2,106,2003
106,"Calvin Warner, F",JAC,23,31.7,65,2.8,115,5.0,180,7.8,9.9,107,2003
107,"Aerick Sanders, F-C",SDSU,28,26.6,98,3.5,121,4.3,219,7.8,11.7,108,2003
108,"Kenny Zeigler, F",FUR,31,26.5,79,2.5,163,5.3,242,7.8,11.8,109,2003
109,"Ronald Dupree, F",LSU,31,33.1,73,2.4,169,5.5,242,7.8,9.4,110,2003
110,"Ricky Wright, F",NOVA,28,26.9,86,3.1,132,4.7,218,7.8,11.6,111,2003
111,"Ron Slay, F",TENN,28,34.1,44,1.6,174,6.2,218,7.8,9.1,112,2003
112,"Andrew Feeley, C",UMBC,26,29.8,71,2.7,131,5.0,202,7.8,10.4,113,2003
113,"Clifford Strong, F",SFNY,30,30.8,80,2.7,153,5.1,233,7.8,10.1,114,2003
114,"Adam Baumann, C",YSU,29,27.1,79,2.7,145,5.0,224,7.7,11.4,115,2003
115,"Channing Frye, C",ARIZ,28,24.6,80,2.9,136,4.9,216,7.7,12.5,116,2003
116,"Thurman Zimmerman, G-F",SCST,30,31.7,71,2.4,160,5.3,231,7.7,9.7,117,2003
117,"Armond Williams, F",UIC,29,28.6,76,2.6,147,5.1,223,7.7,10.8,118,2003
118,"Antonio Gates, F",KENT,30,33.2,56,1.9,174,5.8,230,7.7,9.2,119,2003
119,"Carlton Aaron, C",UMKC,29,25.8,107,3.7,115,4.0,222,7.7,11.9,120,2003
0,"Paul Millsap, F",LT,30,35.1,151,5.0,223,7.4,374,12.5,14.2,1,2004
1,"Jaime Lloreda, F",LSU,22,34.5,97,4.4,159,7.2,256,11.6,13.5,2,2004
2,"Emeka Okafor, F-C",CONN,30,32.9,115,3.8,232,7.7,347,11.6,14.1,3,2004
3,"Nate Lofton, C",SELA,29,28.3,95,3.3,220,7.6,315,10.9,15.3,4,2004
4,"Nigel Wyatte, F",WAG,28,31.5,91,3.3,201,7.2,292,10.4,13.2,5,2004
5,"Lawrence Roberts, F",MSST,28,33.0,100,3.6,192,6.9,292,10.4,12.7,6,2004
6,"Charles Gaines, F",USM,28,31.4,86,3.1,204,7.3,290,10.4,13.2,7,2004
7,"Cuthbert Victor, F",MURR,33,30.0,126,3.8,214,6.5,340,10.3,13.7,8,2004
8,"Odartey Blankson, F",UNLV,30,34.5,90,3.0,218,7.3,308,10.3,11.9,9,2004
9,"Nigel Dixon, C",WKU,28,25.1,119,4.3,168,6.0,287,10.3,16.3,10,2004
10,"Kris Humphries, F",MINN,29,34.1,91,3.1,202,7.0,293,10.1,11.8,11,2004
11,"Rafael Araujo, C",BYU,29,29.8,83,2.9,208,7.2,291,10.0,13.5,12,2004
12,"Sean May, F-C",UNC,27,29.1,94,3.5,176,6.5,270,10.0,13.7,13,2004
13,"Andrew Bogut, C",UTAH,32,30.2,104,3.3,214,6.7,318,9.9,13.2,14,2004
14,"Caleb Green, F",ORU,28,31.4,89,3.2,189,6.8,278,9.9,12.6,15,2004
15,"Aerick Sanders, F-C",SDSU,30,34.2,142,4.7,153,5.1,295,9.8,11.5,16,2004
16,"David Simon, C",IPFW,28,31.4,93,3.3,181,6.5,274,9.8,12.5,17,2004
17,"Kim Adams, F",ARST,28,35.2,98,3.5,175,6.3,273,9.8,11.1,18,2004
18,"Ron Robinson, F",CCSU,27,36.5,65,2.4,198,7.3,263,9.7,10.7,19,2004
19,"Keith Waleskowski, F-C",DAY,32,31.7,87,2.7,224,7.0,311,9.7,12.3,20,2004
20,"Pape Sow, F",CSF,28,32.2,87,3.1,185,6.6,272,9.7,12.1,21,2004
21,"Mike Bell, F",FAU,27,36.4,90,3.3,172,6.4,262,9.7,10.7,22,2004
22,"James Reaves, F",NIAG,30,32.9,86,2.9,204,6.8,290,9.7,11.8,23,2004
23,"Curtis Withers, F",CHAR,27,29.1,97,3.6,159,5.9,256,9.5,13.0,24,2004
24,"Leon Powe, F",CAL,27,29.8,92,3.4,164,6.1,256,9.5,12.7,25,2004
25,"Jackson Vroman, F-C",ISU,28,30.0,107,3.8,158,5.6,265,9.5,12.6,26,2004
26,"Seamus Boxley, F",PRST,27,36.6,77,2.9,177,6.6,254,9.4,10.3,27,2004
27,"Marcus Smallwood, F",NIU,27,30.7,76,2.8,176,6.5,252,9.3,12.2,28,2004
28,"Ryan Gomes, F",PROV,28,34.6,102,3.6,159,5.7,261,9.3,10.8,29,2004
29,"Kenny Adeleke, F",HOF,29,29.1,122,4.2,145,5.0,267,9.2,12.7,30,2004
30,"Wayne Simien, F",KU,28,32.8,85,3.0,171,6.1,256,9.1,11.2,31,2004
31,"Jason Ellis, F",BSU,30,30.1,92,3.1,178,5.9,270,9.0,11.9,32,2004
32,"Michael Haddix, C",SIE,29,29.8,113,3.9,148,5.1,261,9.0,12.1,33,2004
33,"Danny Granger, F",UNM,22,32.0,58,2.6,139,6.3,197,9.0,11.2,34,2004
34,"Mike Harris, F",RICE,32,30.8,99,3.1,187,5.8,286,8.9,11.6,35,2004
35,"Bryant Matthews, G-F",VT,29,35.4,127,4.4,132,4.6,259,8.9,10.1,36,2004
36,"Ike Diogu, F-C",ASU,27,36.9,90,3.3,151,5.6,241,8.9,9.7,37,2004
37,"Jamar Smith, F-C",MD,30,30.4,91,3.0,176,5.9,267,8.9,11.7,38,2004
38,"Joaquim Gomes, F",VALP,30,31.0,63,2.1,202,6.7,265,8.8,11.4,39,2004
39,"Hakim Warrick, F",SYR,28,37.3,93,3.3,153,5.5,246,8.8,9.4,40,2004
40,"Haminn Quaintance, F",JAC,28,32.1,92,3.3,154,5.5,246,8.8,10.9,41,2004
41,"Andy Slocum, C",TAMU,28,25.0,89,3.2,156,5.6,245,8.8,14.0,42,2004
42,"Paul Haynes, F",GRAM,29,31.9,54,1.9,198,6.8,252,8.7,10.9,43,2004
43,"Alex Loughton, F-C",ODU,29,29.6,73,2.5,179,6.2,252,8.7,11.7,44,2004
44,"Jeff McMillan, F",USC,28,29.2,85,3.0,157,5.6,242,8.6,11.8,45,2004
45,"Sean Munson, F",WAG,28,25.3,80,2.9,162,5.8,242,8.6,13.7,46,2004
46,"David Harrison, C",COLO,28,31.4,101,3.6,141,5.0,242,8.6,11.0,47,2004
47,"Juan Mendez, F",NIAG,30,33.5,101,3.4,158,5.3,259,8.6,10.3,48,2004
48,"Andre Iguodala, F",ARIZ,29,31.9,71,2.4,179,6.2,250,8.6,10.8,49,2004
49,"Omari Westley, F",CLEV,28,33.1,87,3.1,154,5.5,241,8.6,10.4,50,2004
50,"Sylbrin Robinson, F",NE,30,30.6,104,3.5,152,5.1,256,8.5,11.2,51,2004
51,"Corey Lamkin, F",AMCC,25,25.4,74,3.0,139,5.6,213,8.5,13.4,52,2004
52,"Grant Davis, F",BSC,27,28.5,57,2.1,173,6.4,230,8.5,11.9,53,2004
53,"Odell Bradley, F",IUPU,29,37.6,66,2.3,181,6.2,247,8.5,9.1,54,2004
54,"Rashaun Freeman, C",UMASS,29,29.3,91,3.1,156,5.4,247,8.5,11.6,55,2004
55,"Jamaal Levy, F",WAKE,28,30.8,91,3.3,147,5.3,238,8.5,11.0,56,2004
56,"Shelden Williams, F",DUKE,32,25.8,106,3.3,165,5.2,271,8.5,13.1,57,2004
57,"Lamar Harris, F",COLO,28,26.6,69,2.5,168,6.0,237,8.5,12.7,58,2004
58,"Thurman Zimmerman, G-F",SCST,29,33.4,78,2.7,167,5.8,245,8.4,10.1,59,2004
59,"Shawnson Johnson, F",UNT,23,26.9,66,2.9,128,5.6,194,8.4,12.6,60,2004
60,"Terrence Leather, F",USF,26,30.5,61,2.3,158,6.1,219,8.4,11.0,61,2004
61,"Craig Smith, F",BC,32,33.2,82,2.6,187,5.8,269,8.4,10.1,62,2004
62,"Tyrone Nelson, F",PV,25,32.3,78,3.1,132,5.3,210,8.4,10.4,63,2004
63,"Dave Holmes, F",MAN,28,30.1,79,2.8,154,5.5,233,8.3,11.1,64,2004
64,"Greg Brunner, F",IOWA,28,28.8,79,2.8,154,5.5,233,8.3,11.6,65,2004
65,"Chris Daniels, F",UGA,29,29.1,91,3.1,150,5.2,241,8.3,11.4,66,2004
66,"Erroyl Bing, F",ECU,27,28.7,87,3.2,136,5.0,223,8.3,11.5,67,2004
67,"John Bowler, F",EMU,28,29.0,83,3.0,148,5.3,231,8.3,11.4,68,2004
68,"Marcus Melvin, F",NCST,29,33.8,62,2.1,176,6.1,238,8.2,9.7,69,2004
69,"Leroy Hurd, F",UTSA,32,34.2,73,2.3,188,5.9,261,8.2,9.6,70,2004
70,"Steven Smith, F",LAS,30,35.2,79,2.6,165,5.5,244,8.1,9.2,71,2004
71,"Romain Sato, G",XAV,33,36.5,70,2.1,198,6.0,268,8.1,8.9,72,2004
72,"Brandon Bowman, F",GTWN,28,34.7,79,2.8,148,5.3,227,8.1,9.4,73,2004
73,"Adam Mark, F",BEL,29,34.1,85,2.9,150,5.2,235,8.1,9.5,74,2004
74,"Rob Thomson, C",FAIR,30,32.5,94,3.1,148,4.9,242,8.1,9.9,75,2004
75,"Danny Gathings, F",HP,30,30.1,71,2.4,169,5.6,240,8.0,10.6,76,2004
76,"Rob Lewin, F",TROY,30,31.2,96,3.2,143,4.8,239,8.0,10.2,77,2004
77,"Howard Wilkerson, F",WOF,29,28.2,72,2.5,159,5.5,231,8.0,11.3,78,2004
78,"Chuck Hayes, F",UK,30,30.8,84,2.8,154,5.1,238,7.9,10.3,79,2004
79,"Cory Violette, F-C",GONZ,28,29.1,66,2.4,156,5.6,222,7.9,10.9,80,2004
80,"James (Boo) Jackson, F",EMU,28,29.5,74,2.6,148,5.3,222,7.9,10.8,81,2004
81,"Chet Mason, G",M-OH,29,33.1,77,2.7,152,5.2,229,7.9,9.5,82,2004
82,"Mike Hall, F",GW,29,30.5,91,3.1,138,4.8,229,7.9,10.4,83,2004
83,"Varnie Dennis, F",CP,26,33.1,69,2.7,136,5.2,205,7.9,9.5,84,2004
84,"Jan Jagla, F",PSU,28,31.2,61,2.2,159,5.7,220,7.9,10.1,85,2004
85,"Cortney Scott, F",OAK,30,32.4,97,3.2,138,4.6,235,7.8,9.7,86,2004
86,"Luke Whitehead, F",LOU,28,28.6,75,2.7,144,5.1,219,7.8,10.9,87,2004
87,"Terrell Petteway, F",LAM,28,28.9,83,3.0,135,4.8,218,7.8,10.8,88,2004
88,"Herve Lamizana, F",RUTG,28,30.4,51,1.8,167,6.0,218,7.8,10.2,89,2004
89,"Jeremiah Massey, F",KSU,28,27.8,84,3.0,134,4.8,218,7.8,11.2,90,2004
90,"Zakee Wadood, F",ETSU,32,30.8,65,2.0,184,5.8,249,7.8,10.1,91,2004
91,"Jackson Atoyebi, F",ELON,30,31.5,109,3.6,124,4.1,233,7.8,9.9,92,2004
92,"Tyrone Walker, F",WIN,28,31.4,84,3.0,133,4.8,217,7.8,9.9,93,2004
93,"Marvin Black, F",MRSH,28,24.1,74,2.6,143,5.1,217,7.8,12.9,94,2004
94,"Spencer Nelson, F",USU,26,26.0,57,2.2,142,5.5,199,7.7,11.8,95,2004
95,"David Berghoefer, C",WCU,27,26.9,76,2.8,130,4.8,206,7.6,11.4,96,2004
96,"Josh Lewis, C",PEAY,30,29.0,66,2.2,162,5.4,228,7.6,10.5,97,2004
97,"Devin Green, G",HAMP,30,33.3,62,2.1,166,5.5,228,7.6,9.1,98,2004
98,"Jai Lewis, F",GMU,30,27.3,101,3.4,127,4.2,228,7.6,11.1,99,2004
99,"Nick Fazekas, F",NEV,31,26.7,68,2.2,167,5.4,235,7.6,11.4,100,2004
100,"Tony Dobbins, G",RICH,33,33.5,66,2.0,184,5.6,250,7.6,9.0,101,2004
101,"Rashaun Banjo, F",QUIN,28,32.9,56,2.0,156,5.6,212,7.6,9.2,102,2004
102,"Willie Neal, F-C",MVSU,29,23.3,108,3.7,111,3.8,219,7.6,13.0,103,2004
103,"Adam Chubb, C",PENN,27,28.2,60,2.2,143,5.3,203,7.5,10.7,104,2004
104,"Eric Taylor, F-C",COR,27,26.9,67,2.5,135,5.0,202,7.5,11.1,105,2004
105,"Julian Sensley, F",HAW,30,35.1,64,2.1,160,5.3,224,7.5,8.5,106,2004
106,"Justin Reed, F",MISS,28,33.5,77,2.8,132,4.7,209,7.5,8.9,107,2004
107,"Clifton Lee, F",NWST,26,27.4,52,2.0,142,5.5,194,7.5,10.9,108,2004
108,"Chris Taft, F",PITT,33,25.2,102,3.1,144,4.4,246,7.5,11.8,109,2004
109,"Hassan Adams, G",ARIZ,29,30.6,98,3.4,118,4.1,216,7.4,9.7,110,2004
110,"Anwar Ferguson, C",HOU,27,29.6,52,1.9,149,5.5,201,7.4,10.1,111,2004
111,"Taylor Coppenrath, F",UVM,23,36.2,74,3.2,97,4.2,171,7.4,8.2,112,2004
112,"James Augustine, F-C",ILL,30,27.5,83,2.8,140,4.7,223,7.4,10.8,113,2004
113,"Paul McMillan, F",L-IL,29,31.9,71,2.4,144,5.0,215,7.4,9.3,114,2004
114,"Michael Haynes, G-F",FOR,27,33.2,44,1.6,156,5.8,200,7.4,8.9,115,2004
115,"Seth Doliboa, F",WRST,28,33.7,51,1.8,156,5.6,207,7.4,8.8,116,2004
116,"Brandon Griffin, C",SEMO,23,29.8,72,3.1,98,4.3,170,7.4,9.9,117,2004
117,"Arthur Johnson, C",MIZ,29,31.5,78,2.7,136,4.7,214,7.4,9.4,118,2004
118,"Gabe Martin, F",LIB,32,30.4,85,2.7,151,4.7,236,7.4,9.7,119,2004
119,"Ricky Minard, G-F",MORE,29,34.3,44,1.5,169,5.8,213,7.3,8.6,120,2004
0,"Paul Millsap, F",LT,29,36.6,156,5.4,204,7.0,360,12.4,13.6,1,2005
1,"Andrew Bogut, C",UTAH,32,34.5,116,3.6,277,8.7,393,12.3,14.2,2,2005
2,"Lance Allred, C",WEB,29,32.5,122,4.2,226,7.8,348,12.0,14.8,3,2005
3,"Mike Harris, F",RICE,30,32.4,107,3.6,246,8.2,353,11.8,14.5,4,2005
4,"Dwayne Jones, C",JOES,30,34.6,129,4.3,220,7.3,349,11.6,13.5,5,2005
5,"Shelden Williams, F",DUKE,30,33.7,119,4.0,216,7.2,335,11.2,13.3,6,2005
6,"Wayne Simien, F",KU,25,34.3,81,3.2,196,7.8,277,11.1,12.9,7,2005
7,"Lawrence Roberts, F",MSST,30,31.8,102,3.4,224,7.5,326,10.9,13.7,8,2005
8,"Sean May, F-C",UNC,31,26.0,119,3.8,214,6.9,333,10.7,16.5,9,2005
9,"Juan Mendez, F",NIAG,29,34.3,100,3.4,204,7.0,304,10.5,12.2,10,2005
10,"Harding Nana, F",DEL,31,36.0,74,2.4,248,8.0,322,10.4,11.5,11,2005
11,"Corey Rouse, F",ECU,28,28.5,104,3.7,181,6.5,285,10.2,14.3,12,2005
12,"Michael Sneed, G",TXSO,26,34.3,93,3.6,166,6.4,259,10.0,11.6,13,2005
13,"Aaron Johnson, F",PSU,30,32.6,119,4.0,178,5.9,297,9.9,12.2,14,2005
14,"Ivan Almonte, F",FIU,30,34.6,98,3.3,199,6.6,297,9.9,11.4,15,2005
15,"Ike Diogu, F-C",ASU,31,36.5,113,3.6,188,6.1,301,9.7,10.7,16,2005
16,"Carlton Aaron, C",UMKC,28,25.5,110,3.9,161,5.8,271,9.7,15.2,17,2005
17,"Danny Horace, F",M-OH,29,35.1,65,2.2,215,7.4,280,9.7,11.0,18,2005
18,"Terrence Leather, F",USF,29,32.5,81,2.8,196,6.8,277,9.6,11.7,19,2005
19,"Dillion Sneed, F",ETSU,29,28.9,97,3.3,178,6.1,275,9.5,13.1,20,2005
20,"Terrance Chapman, F",BALL,27,31.6,93,3.4,160,5.9,253,9.4,11.9,21,2005
21,"Nick Fazekas, F",NEV,30,31.3,57,1.9,224,7.5,281,9.4,12.0,22,2005
22,"Mike Bell, F",FAU,27,35.1,83,3.1,169,6.3,252,9.3,10.6,23,2005
23,"Peter Cipriano, F",SOU,29,29.1,94,3.2,176,6.1,270,9.3,12.8,24,2005
24,"Ellis Myles, F",LOU,32,30.0,110,3.4,187,5.8,297,9.3,12.4,25,2005
25,"Ronny Turiaf, F",GONZ,29,30.8,69,2.4,200,6.9,269,9.3,12.0,26,2005
26,"Vili Morton, F",UCRV,12,32.3,31,2.6,78,6.5,109,9.1,11.2,27,2005
27,"Matt Haryasz, F",STAN,30,31.1,89,3.0,183,6.1,272,9.1,11.6,28,2005
28,"Mindaugas Katelynas, F",CHAT,30,26.9,81,2.7,191,6.4,272,9.1,13.5,29,2005
29,"Caleb Green, F",ORU,32,31.8,98,3.1,192,6.0,290,9.1,11.4,30,2005
30,"Sean Munson, F",WAG,30,26.2,82,2.7,189,6.3,271,9.0,13.8,31,2005
31,"David Lee, F",FLA,30,27.7,67,2.2,203,6.8,270,9.0,13.0,32,2005
32,"Adam Warren, G",DART,1,34.0,2,2.0,7,7.0,9,9.0,10.6,33,2005
33,"Brandon Bass, F",LSU,29,33.5,76,2.6,184,6.3,260,9.0,10.7,34,2005
34,"Jason Ellis, F",BSU,28,27.3,109,3.9,142,5.1,251,9.0,13.1,35,2005
35,"Marcus Slaughter, F",SDSU,27,34.1,91,3.4,151,5.6,242,9.0,10.5,36,2005
36,"Sherard Reddick, F",SAV,19,34.6,55,2.9,115,6.1,170,8.9,10.3,37,2005
37,"Eric Hicks, F",CIN,30,31.3,106,3.5,162,5.4,268,8.9,11.4,38,2005
38,"Taylor Coppenrath, F",UVM,29,36.0,122,4.2,137,4.7,259,8.9,9.9,39,2005
39,"Haminn Quaintance, F",JAC,27,31.9,68,2.5,173,6.4,241,8.9,11.2,40,2005
40,"Matt Stehle, F",HARV,27,31.1,68,2.5,172,6.4,240,8.9,11.4,41,2005
41,"Hardy Asprilla, F",CSF,12,33.2,38,3.2,68,5.7,106,8.8,10.7,42,2005
42,"Danny Granger, F",UNM,29,29.7,66,2.3,188,6.5,254,8.8,11.8,43,2005
43,"Tyrone Riley, F",SF,29,34.7,74,2.6,179,6.2,253,8.7,10.1,44,2005
44,"Glen Davis, F",LSU,29,29.1,99,3.4,153,5.3,252,8.7,12.0,45,2005
45,"Josh Boone, F-C",CONN,29,29.4,108,3.7,143,4.9,251,8.7,11.8,46,2005
46,"Deji Akindele, C",CHS,28,28.8,87,3.1,155,5.5,242,8.6,12.0,47,2005
47,"Kyle Hines, F",UNCG,30,33.3,95,3.2,164,5.5,259,8.6,10.4,48,2005
48,"Leon Williams, F",OHIO,31,28.7,85,2.7,182,5.9,267,8.6,12.0,49,2005
49,"Alex Dunn, F-C",WYO,28,30.4,86,3.1,155,5.5,241,8.6,11.3,50,2005
50,"C.J. Anderson, G-F",MAN,28,34.4,92,3.3,149,5.3,241,8.6,10.0,51,2005
51,"Tim Parham, C",UMES,28,29.2,78,2.8,162,5.8,240,8.6,11.7,52,2005
52,"Yemi Nicholson, C",DEN,30,30.1,82,2.7,175,5.8,257,8.6,11.4,53,2005
53,"Marquin Chandler, F",SJSU,29,35.0,61,2.1,187,6.4,248,8.6,9.8,54,2005
54,"Hakim Warrick, F",SYR,33,37.3,100,3.0,182,5.5,282,8.5,9.2,55,2005
55,"Deng Gai, F",FAIR,30,36.0,81,2.7,173,5.8,254,8.5,9.4,56,2005
56,"Reggie Golson, F",SEMO,29,32.9,90,3.1,155,5.3,245,8.4,10.3,57,2005
57,"Craig Smith, F",BC,27,34.4,90,3.3,138,5.1,228,8.4,9.8,58,2005
58,"Brian Cusworth, C",HARV,23,29.8,55,2.4,139,6.0,194,8.4,11.3,59,2005
59,"Ralphy Holmes, G",CSF,24,34.1,78,3.3,124,5.2,202,8.4,9.9,60,2005
60,"Logan Kosmalski, F",DAV,29,29.7,83,2.9,161,5.6,244,8.4,11.3,61,2005
61,"Eddie Basden, F",CHAR,28,36.0,73,2.6,162,5.8,235,8.4,9.3,62,2005
62,"Marcus Jackson, F",MARQ,30,27.6,101,3.4,150,5.0,251,8.4,12.1,63,2005
63,"Bryant Dunston, F",FOR,40,33.2,123,3.1,210,5.3,333,8.3,10.0,64,2005
64,"Sharrod Ford, F",CLEM,31,29.1,109,3.5,149,4.8,258,8.3,11.5,65,2005
65,"Omari Westley, F",CLEV,23,31.3,82,3.6,109,4.7,191,8.3,10.6,66,2005
66,"Michael Haney, F",EKY,30,32.6,80,2.7,169,5.6,249,8.3,10.2,67,2005
67,"Greg Brunner, F",IOWA,32,31.8,86,2.7,179,5.6,265,8.3,10.4,68,2005
68,"Curtis Withers, F",CHAR,27,32.3,95,3.5,128,4.7,223,8.3,10.2,69,2005
69,"Steven Smith, F",LAS,39,39.6,112,2.9,210,5.4,322,8.3,8.3,70,2005
70,"Ryan Gomes, F",PROV,31,37.5,86,2.8,169,5.5,255,8.2,8.8,71,2005
71,"Charlie Villanueva, F",CONN,29,25.4,76,2.6,162,5.6,238,8.2,12.9,72,2005
72,"Brad Buckman, F",TEX,30,25.4,82,2.7,164,5.5,246,8.2,12.9,73,2005
73,"Odartey Blankson, F",UNLV,29,31.7,76,2.6,161,5.6,237,8.2,10.3,74,2005
74,"Jared Homan, C",ISU,29,36.2,82,2.8,155,5.3,237,8.2,9.0,75,2005
75,"Alonzo Hird, F",EKY,30,25.3,86,2.9,159,5.3,245,8.2,12.9,76,2005
76,"Seamus Boxley, F",PRST,28,36.6,69,2.5,159,5.7,228,8.1,8.9,77,2005
77,"Elton Brown, F-C",UVA,29,28.6,75,2.6,161,5.6,236,8.1,11.4,78,2005
78,"Alex Loughton, F-C",ODU,33,27.8,94,2.8,174,5.3,268,8.1,11.7,79,2005
79,"Comerlee Poole, F",CAMP,27,26.1,92,3.4,127,4.7,219,8.1,12.4,80,2005
80,"Anthony King, C",MIA,28,28.9,93,3.3,134,4.8,227,8.1,11.2,81,2005
81,"Jeremiah Wood, F",AKR,10,26.4,23,2.3,58,5.8,81,8.1,12.3,82,2005
82,"Spencer Nelson, F",USU,31,29.4,74,2.4,177,5.7,251,8.1,11.0,83,2005
83,"Chad Maclies, F",CENT,27,35.9,84,3.1,134,5.0,218,8.1,9.0,84,2005
84,"Mark Patton, F-C",MRSH,28,28.5,88,3.1,138,4.9,226,8.1,11.3,85,2005
85,"Chevon Troutman, F",PITT,28,30.6,97,3.5,128,4.6,225,8.0,10.5,86,2005
86,"Mike Hall, F",GW,27,29.9,97,3.6,119,4.4,216,8.0,10.7,87,2005
87,"P.J. Tucker, F",TEX,17,29.4,57,3.4,79,4.6,136,8.0,10.9,88,2005
88,"Kyle Stevens, NA",IDST,1,20.0,2,2.0,6,6.0,8,8.0,16.0,89,2005
89,"David Berghoefer, C",WCU,29,27.9,98,3.4,133,4.6,231,8.0,11.4,90,2005
