,Draft_Yr,Pk,Tm,PLAYER,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP_per_game,PTS_per_game,TRB_per_game,AST_per_game,WS,WS_per_48,BPM,VORP,2009_POS,2009_TEAM,2009_GP,2009_MPG,2009_PTS,2009_FGM-FGA,2009_FG%,2009_3PM-3PA,2009_3P%,2009_FTM-FTA,2009_FT%,2010_POS,2010_TEAM,2010_GP,2010_MPG,2010_PTS,2010_FGM-FGA,2010_FG%,2010_3PM-3PA,2010_3P%,2010_FTM-FTA,2010_FT%,2011_POS,2011_TEAM,2011_GP,2011_MPG,2011_PTS,2011_FGM-FGA,2011_FG%,2011_3PM-3PA,2011_3P%,2011_FTM-FTA,2011_FT%,2012_POS,2012_TEAM,2012_GP,2012_MPG,2012_PTS,2012_FGM-FGA,2012_FG%,2012_3PM-3PA,2012_3P%,2012_FTM-FTA,2012_FT%,2013_POS,2013_TEAM,2013_GP,2013_MPG,2013_PTS,2013_FGM-FGA,2013_FG%,2013_3PM-3PA,2013_3P%,2013_FTM-FTA,2013_FT%,2014_POS,2014_TEAM,2014_GP,2014_MPG,2014_PTS,2014_FGM-FGA,2014_FG%,2014_3PM-3PA,2014_3P%,2014_FTM-FTA,2014_FT%,2015_POS,2015_TEAM,2015_GP,2015_MPG,2015_PTS,2015_FGM-FGA,2015_FG%,2015_3PM-3PA,2015_3P%,2015_FTM-FTA,2015_FT%,2016_POS,2016_TEAM,2016_GP,2016_MPG,2016_PTS,2016_FGM-FGA,2016_FG%,2016_3PM-3PA,2016_3P%,2016_FTM-FTA,2016_FT%
253,2013,14.0,UTA,Shabazz Muhammad,"University of California, Los Angeles",4,163,2940,1564,490,104,0.471,0.314,0.744,18.0,9.6,3.0,0.6,5.2,0.085,-3.7,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,MIN,6,17.0,7.7,2.8-6.8,.415,0.3-1.0,.333,1.7-1.7,1.000
254,2013,15.0,MIL,Giannis Antetokounmpo,,4,245,7489,3053,1552,744,0.485,0.275,0.723,30.6,12.5,6.3,3.0,15.6,0.1,0.9,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,MIL,77,24.6,6.8,2.2-5.4,.414,0.5-1.5,.347,1.8-2.6,.683,SF,MIL,81,31.4,12.7,4.7-9.6,.491,0.1-0.5,.159,3.2-4.3,.741,SF,MIL,7,32.6,21.1,8.3-16.1,.513,0.6-2.9,.200,4.0-5.1,.778
255,2013,16.0,BOS,Lucas Nogueira,,3,36,269,78,62,8,0.6,0.333,0.524,7.5,2.2,1.7,0.2,0.8,0.142,1.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2013,17.0,ATL,Dennis Schroder,,4,213,3989,1948,450,804,0.422,0.327,0.797,18.7,9.1,2.1,3.8,4.6,0.056,-2.8,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,ATL,77,19.7,10.0,3.7-8.6,.427,0.7-1.9,.351,1.9-2.3,.827,PG,ATL,7,30.1,16.9,6.0-12.9,.467,1.4-3.9,.370,3.4-4.1,.828
257,2013,18.0,ATL,Shane Larkin,University of Miami,3,202,4105,1168,398,639,0.43,0.328,0.762,20.3,5.8,2.0,3.2,3.0,0.035,-2.6,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,NY,76,24.5,6.2,2.5-5.7,.433,0.5-1.5,.302,0.8-1.0,.782,,,,,,,,,,,
258,2013,19.0,CLE,Sergey Karasev,,3,95,1110,287,140,87,0.395,0.282,0.842,11.7,3.0,1.5,0.9,0.8,0.036,-3.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,2013,20.0,CHI,Tony Snell,University of New Mexico,4,219,4112,1164,524,200,0.395,0.344,0.814,18.8,5.3,2.4,0.9,4.4,0.052,-2.9,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,CHI,77,16.0,4.5,1.7-4.4,.384,0.7-2.3,.320,0.4-0.5,.756,SF,CHI,72,19.6,6.0,2.2-5.2,.429,1.0-2.7,.371,0.6-0.8,.800,SF,MIL,6,28.0,7.5,3.2-8.2,.388,1.2-5.2,.226,0.0-0.0,.000
260,2013,21.0,UTA,Gorgui Dieng,University of Louisville,4,221,5408,1884,1541,339,0.518,0.276,0.777,24.5,8.5,7.0,1.5,13.5,0.12,2.2,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,MIN,60,13.6,4.8,1.9-3.8,.498,0.0-0.0,1.000,1.0-1.6,.634,PF,MIN,73,30.0,9.7,3.5-7.0,.506,0.0-0.1,.167,2.6-3.3,.783,PF,MIN,6,29.5,10.2,4.3-7.7,.565,0.0-0.3,.000,1.5-2.0,.750
261,2013,22.0,BRK,Mason Plumlee,Duke University,4,242,5312,2064,1492,392,0.571,0.0,0.583,22.0,8.5,6.2,1.6,16.2,0.146,2.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,BKN,70,18.2,7.4,2.8-4.3,.659,0.0-0.0,.000,1.7-2.8,.626,PF,BKN,82,21.3,8.7,3.4-6.0,.573,0.0-0.0,.000,1.9-3.9,.495,PF,POR,8,26.3,9.8,4.0-6.9,.582,0.0-0.0,.000,1.8-3.1,.560
262,2013,23.0,IND,Solomon Hill,University of Arizona,4,177,3685,1064,550,270,0.404,0.325,0.819,20.8,6.0,3.1,1.5,6.1,0.08,-0.5,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,IND,82,29.0,8.9,3.1-7.7,.396,0.8-2.5,.327,1.9-2.4,.824,SF,NO,8,26.5,5.3,1.5-5.3,.286,0.8-2.3,.333,1.5-2.3,.667
263,2013,24.0,NYK,Tim Hardaway,University of Michigan,4,209,4571,2034,377,254,0.413,0.348,0.817,21.9,9.7,1.8,1.2,6.2,0.065,-2.9,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,2013,25.0,LAC,Reggie Bullock,University of North Carolina,3,116,1162,306,172,47,0.381,0.343,0.818,10.0,2.6,1.5,0.4,1.5,0.061,-2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2013,26.0,MIN,Andre Roberson,University of Colorado,4,184,3437,676,636,140,0.477,0.275,0.54,18.7,3.7,3.5,0.8,6.8,0.095,0.8,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,OKC,67,19.2,3.4,1.4-3.0,.458,0.3-1.3,.247,0.3-0.7,.479,SG,OKC,7,28.4,5.1,2.0-4.9,.412,0.4-1.4,.300,0.7-2.0,.357
266,2013,27.0,DEN,Rudy Gobert,,4,196,4762,1424,1680,217,0.577,0.0,0.584,24.3,7.3,8.6,1.1,17.0,0.172,3.9,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,UTAH,82,26.3,8.4,3.1-5.2,.604,0.0-0.0,.000,2.1-3.3,.623,C,UTAH,8,29.8,9.6,3.1-5.1,.610,0.0-0.0,.000,3.4-5.9,.574
267,2013,28.0,SAS,Livio Jean-Charles,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2013,29.0,OKC,Archie Goodwin,University of Kentucky,3,150,2182,930,303,182,0.419,0.227,0.689,14.5,6.2,2.0,1.2,0.4,0.01,-4.5,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2013,30.0,PHO,Nemanja Nedovic,,1,24,142,26,15,13,0.205,0.167,0.875,5.9,1.1,0.6,0.5,-0.4,-0.132,-10.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2013,31.0,CLE,Allen Crabbe,University of California,4,155,3126,1104,317,162,0.446,0.384,0.855,20.2,7.1,2.0,1.0,5.9,0.09,-0.8,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,POR,8,29.8,8.9,3.1-7.1,.439,1.3-3.4,.370,1.4-1.5,.917
271,2013,32.0,OKC,Alex Abrines,,1,6,77,25,8,3,0.333,0.313,1.0,12.8,4.2,1.3,0.5,0.1,0.069,-2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,OKC,6,12.8,4.2,1.2-3.5,.333,0.8-2.7,.313,1.0-1.0,1.000
272,2013,33.0,CLE,Carrick Felix,Arizona State University,1,7,38,19,6,4,0.5,0.4,0.75,5.4,2.7,0.9,0.6,0.0,0.057,-4.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2013,34.0,HOU,Isaiah Canaan,Murray State University,4,153,3267,1425,295,271,0.371,0.363,0.817,21.4,9.3,1.9,1.8,3.5,0.052,-2.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,CHI,7,15.9,6.6,2.1-4.6,.469,1.1-3.0,.381,1.1-1.4,.800
274,2013,35.0,PHI,Glen Rice,Georgia Institute of Technology,2,16,152,43,24,9,0.269,0.25,0.692,9.5,2.7,1.5,0.6,-0.2,-0.065,-7.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2013,36.0,SAC,Ray McCallum,University of Detroit Mercy,3,154,2808,920,306,368,0.408,0.335,0.711,18.2,6.0,2.0,2.4,2.1,0.035,-2.8,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,SAC,68,21.1,7.4,3.0-6.9,.438,0.5-1.6,.306,0.8-1.2,.679,,,,,,,,,,,
276,2013,37.0,DET,Tony Mitchell,University of North Texas,1,21,79,22,26,2,0.417,1.0,0.579,3.8,1.0,1.2,0.1,0.2,0.151,1.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2013,38.0,WAS,Nate Wolters,South Dakota State University,2,79,1556,459,183,208,0.426,0.261,0.635,19.7,5.8,2.3,2.6,1.0,0.03,-3.9,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,MIL,58,22.6,7.2,2.9-6.7,.437,0.3-1.1,.290,1.0-1.6,.656,,,,,,,,,,,,,,,,,,,,,,
278,2013,39.0,POR,Jeff Withey,University of Kansas,4,151,1639,516,395,58,0.526,0.0,0.716,10.9,3.4,2.6,0.4,5.1,0.15,0.8,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,NO,58,11.8,3.3,1.2-2.2,.535,0.0-0.0,.000,0.9-1.3,.712,,,,,,,,,,,,,,,,,,,,,,
279,2013,40.0,POR,Grant Jerrett,University of Arizona,1,8,51,16,9,3,0.269,0.067,1.0,6.4,2.0,1.1,0.4,-0.1,-0.128,-8.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2013,41.0,MEM,Jamaal Franklin,San Diego State University,2,24,174,42,25,9,0.415,0.462,1.0,7.3,1.8,1.0,0.4,0.0,-0.006,-5.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2013,42.0,PHI,Pierre Jackson,Baylor University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2013,43.0,MIL,Ricky Ledo,Providence College,2,28,277,109,38,21,0.336,0.371,0.769,9.9,3.9,1.4,0.8,-0.6,-0.096,-7.8,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2013,44.0,DAL,Mike Muscala,Bucknell University,4,127,1429,533,318,74,0.523,0.324,0.852,11.3,4.2,2.5,0.6,4.4,0.149,0.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,ATL,7,21.0,9.3,3.9-5.6,.692,0.4-1.4,.300,1.1-1.4,.800
284,2013,45.0,POR,Marko Todorovic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2013,46.0,UTA,Erick Green,Virginia Polytechnic Institute and State University,2,52,452,159,37,42,0.377,0.288,0.857,8.7,3.1,0.7,0.8,0.1,0.011,-5.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2013,47.0,ATL,Raul Neto,,2,84,1506,476,121,176,0.43,0.395,0.743,17.9,5.7,1.4,2.1,1.8,0.056,-2.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2013,48.0,LAL,Ryan Kelly,Duke University,4,148,3017,956,486,207,0.381,0.313,0.796,20.4,6.5,3.3,1.4,3.0,0.047,-2.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,LAL,59,22.2,8.0,2.7-6.3,.423,0.8-2.4,.338,1.9-2.3,.815,,,,,,,,,,,,,,,,,,,,,,
288,2013,49.0,CHI,Erik Murphy,University of Florida,1,24,62,6,8,2,0.231,0.0,0.0,2.6,0.3,0.3,0.1,-0.1,-0.055,-8.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2013,50.0,ATL,James Ennis,"California State University, Long Beach",3,92,1631,556,271,76,0.437,0.374,0.809,17.7,6.0,2.9,0.8,3.5,0.102,-0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,MIA,62,17.0,5.0,1.6-4.0,.409,0.5-1.5,.326,1.3-1.5,.840,SF,MEM,8,31.4,10.6,3.5-7.4,.475,1.3-3.3,.385,2.4-3.0,.792
290,2013,51.0,ORL,Romero Osby,University of Oklahoma,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2013,52.0,MIN,Lorenzo Brown,North Carolina State University,3,63,834,206,105,142,0.369,0.152,0.667,13.2,3.3,1.7,2.3,-0.2,-0.013,-4.2,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2013,53.0,IND,Colton Iverson,Colorado State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2013,54.0,WAS,Arsalan Kazemi,University of Oregon,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2013,55.0,MEM,Joffrey Lauvergne,,3,89,1398,584,388,76,0.489,0.234,0.812,15.7,6.6,4.4,0.9,2.6,0.09,-2.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,OKC,6,14.8,4.3,1.8-4.3,.423,0.3-1.3,.250,0.3-0.7,.500
295,2013,56.0,DET,Peyton Siva,University of Louisville,1,24,224,54,14,34,0.316,0.28,0.733,9.3,2.3,0.6,1.4,-0.2,-0.032,-7.3,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2013,57.0,PHO,Alex Oriakhi,University of Missouri,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2013,58.0,SAS,Deshaun Thomas,Ohio State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2013,59.0,MIN,Bojan Dubljevic,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2013,60.0,MEM,Janis Timma,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2014,1.0,CLE,Andrew Wiggins,University of Kansas,3,169,6017,3201,691,342,0.449,0.323,0.757,35.6,18.9,4.1,2.0,6.7,0.053,-2.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,MIN,82,36.2,16.9,6.1-13.9,.437,0.5-1.5,.310,4.3-5.7,.760,SF,MIN,6,33.8,23.2,8.0-17.3,.462,2.0-3.0,.667,5.2-7.5,.689
301,2014,2.0,MIL,Jabari Parker,Duke University,3,108,3366,1501,576,186,0.492,0.281,0.763,31.2,13.9,5.3,1.7,5.6,0.079,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,MIL,7,31.4,17.6,6.7-13.9,.485,0.7-1.9,.385,3.4-3.9,.889
302,2014,3.0,PHI,Joel Embiid,University of Kansas,1,5,107,88,34,6,0.483,0.667,0.765,21.4,17.6,6.8,1.2,0.1,0.062,2.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,PHI,5,21.4,17.6,5.6-11.6,.483,1.2-1.8,.667,5.2-6.8,.765
303,2014,4.0,ORL,Aaron Gordon,University of Arizona,3,132,2867,1043,714,182,0.463,0.297,0.681,21.7,7.9,5.4,1.4,6.8,0.114,0.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,ORL,7,29.6,11.6,4.4-10.3,.431,1.1-3.1,.364,1.6-2.3,.688
304,2014,5.0,UTA,Dante Exum,,2,90,1965,444,149,208,0.361,0.32,0.69,21.8,4.9,1.7,2.3,0.3,0.008,-3.4,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,UTAH,82,22.2,4.8,1.8-5.1,.349,1.0-3.2,.314,0.2-0.4,.625,PG,UTAH,8,18.5,6.4,2.3-4.5,.500,0.8-1.8,.429,1.1-1.3,.900
305,2014,6.0,BOS,Marcus Smart,Oklahoma State University,3,131,3564,1115,489,402,0.359,0.297,0.716,27.2,8.5,3.7,3.1,5.7,0.077,0.8,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,BOS,67,27.0,7.8,2.6-7.1,.367,1.4-4.1,.335,1.2-1.9,.646,,,,,,,,,,,
306,2014,7.0,LAL,Julius Randle,University of Kentucky,3,90,2526,1037,894,163,0.442,0.262,0.716,28.1,11.5,9.9,1.8,2.2,0.042,-3.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,LAL,8,28.3,14.5,5.9-10.0,.588,0.1-0.8,.167,2.6-3.4,.778
307,2014,8.0,SAC,Nik Stauskas,University of Michigan,3,152,3081,978,289,212,0.38,0.324,0.81,20.3,6.4,1.9,1.4,1.0,0.015,-3.7,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG,SAC,73,15.4,4.4,1.5-4.1,.365,0.7-2.0,.322,0.8-0.9,.859,SG,PHI,6,24.2,7.0,2.5-6.0,.417,0.8-2.7,.313,1.2-1.2,1.000
308,2014,9.0,CHH,Noah Vonleh,Indiana University,3,109,1496,394,406,34,0.416,0.286,0.732,13.7,3.6,3.7,0.3,1.7,0.054,-4.5,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PF,POR,6,10.5,4.7,1.7-3.8,.435,0.7-1.8,.364,0.7-0.8,.800
309,2014,10.0,PHI,Elfrid Payton,University of Louisiana at Lafayette,3,162,4852,1584,630,1047,0.428,0.288,0.573,30.0,9.8,3.9,6.5,4.5,0.045,-1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,ORL,82,30.4,8.9,3.7-8.6,.425,0.1-0.5,.262,1.4-2.6,.551,PG,ORL,7,31.1,10.7,4.3-11.0,.390,0.4-2.7,.158,1.7-2.6,.667
310,2014,11.0,DEN,Doug McDermott,Creighton University,3,123,2327,942,256,74,0.45,0.41,0.83,18.9,7.7,2.1,0.6,3.3,0.068,-3.6,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,CHI,6,24.2,11.5,4.3-8.2,.531,1.0-2.5,.400,1.8-2.2,.846
311,2014,12.0,ORL,Dario Saric,,1,6,155,52,30,10,0.356,0.4,0.571,25.8,8.7,5.0,1.7,-0.3,-0.09,-6.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF,PHI,6,25.8,8.7,3.5-9.8,.356,1.0-2.5,.400,0.7-1.2,.571
312,2014,13.0,MIN,Zach LaVine,"University of California, Los Angeles",3,165,4397,2034,465,540,0.439,0.376,0.82,26.6,12.3,2.8,3.3,2.4,0.027,-2.7,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,MIN,77,24.7,10.1,3.7-8.8,.422,0.7-2.2,.341,1.9-2.3,.842,PG,MIN,6,33.5,17.7,5.7-13.5,.420,2.5-6.0,.417,3.8-4.3,.885
313,2014,14.0,PHO,T.J. Warren,North Carolina State University,3,95,1973,924,278,77,0.502,0.364,0.736,20.8,9.7,2.9,0.8,4.1,0.101,-1.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2014,15.0,ATL,Adreian Payne,Michigan State University,3,85,1231,351,274,59,0.397,0.238,0.662,14.5,4.1,3.2,0.7,-0.9,-0.036,-6.0,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2014,16.0,CHI,Jusuf Nurkic,,3,101,1829,780,623,102,0.444,0.0,0.626,18.1,7.7,6.2,1.0,2.5,0.065,-0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,DEN,62,17.8,6.9,2.8-6.2,.446,0.0-0.0,.000,1.4-2.1,.636,C,DEN,7,25.6,13.0,5.1-9.9,.522,0.0-0.0,.000,2.7-4.4,.613
